customer_id,industry,company_size,contract_length,tenure_months,seats_purchased,seats_active,seat_utilization,logins_last_30d,usage_trend_pct,support_tickets_last_90_days,payment_failures_last_12mo,nps_score,core_feature_adoption_rate,csm_assigned,churned,logins_per_active_seat,support_tickets_per_active_seat,predicted_churn_probability,predicted_churn,churn_risk_band
C00615,Other,75,annual,36,12,10,0.833,10,0.034,3,0,6.0,0.387,0,0,0.9090909090909091,0.2727272727272727,0.023009900577538895,0,Very Low
C00616,Manufacturing,19,monthly,7,10,5,0.5,7,0.05,2,0,6.0,0.56,0,0,1.1666666666666667,0.3333333333333333,0.1614362566482243,0,Very Low
C00617,Other,117,annual,73,9,7,0.778,6,-0.053,0,0,5.0,0.595,1,0,0.75,0.0,0.0033018875349970765,0,Very Low
C00618,Other,25,monthly,6,11,5,0.455,4,0.091,2,0,5.0,0.368,0,0,0.6666666666666666,0.3333333333333333,0.33369635336334186,0,Low
C00619,Finance,30,monthly,10,6,2,0.333,0,-1.0,3,0,,0.459,1,0,0.0,1.0,0.5828277884104809,1,Medium
C00620,Manufacturing,8,annual,12,4,3,0.75,3,-0.25,1,1,4.0,0.639,0,0,0.75,0.25,0.21217158967746305,0,Low
C00621,Other,32,monthly,7,10,5,0.5,5,0.25,3,0,3.0,0.531,0,0,0.8333333333333334,0.5,0.24883641798260636,0,Low
C00622,Healthcare,58,annual,8,10,3,0.3,2,-0.143,2,0,4.0,0.177,0,0,0.5,0.5,0.5077559295233567,1,Medium
C00623,Tech,22,annual,10,10,6,0.6,6,-0.217,1,0,4.0,0.576,1,0,0.8571428571428571,0.14285714285714285,0.057988044295751245,0,Very Low
C00624,Finance,32,annual,3,11,9,0.818,15,0.957,4,0,7.0,0.748,0,0,1.5,0.4,0.0018232959080944616,0,Very Low
C00625,Tech,119,multi_year,66,16,6,0.375,6,-0.182,2,0,7.0,0.463,1,0,0.8571428571428571,0.2857142857142857,0.025034772210129116,0,Very Low
C00626,Retail,26,annual,7,9,3,0.333,4,0.0,2,0,3.0,0.502,0,0,1.0,0.5,0.36375385189985615,0,Low
C00627,Retail,16,monthly,5,8,6,0.75,4,0.333,1,0,4.0,0.694,0,0,0.5714285714285714,0.14285714285714285,0.028140630489365655,0,Very Low
C00628,Manufacturing,187,annual,20,10,4,0.4,4,-0.077,4,0,4.0,0.414,1,0,0.8,0.8,0.14135268735834575,0,Very Low
C00629,Tech,14,annual,6,9,5,0.556,6,0.5,2,0,4.0,0.302,0,1,1.0,0.3333333333333333,0.1304213591996572,0,Very Low
C00630,Retail,2,monthly,40,3,1,0.333,3,0.286,2,0,5.0,0.719,0,1,1.5,1.0,0.15535911648967954,0,Very Low
C00631,Retail,8,annual,28,8,7,0.875,14,0.448,2,0,5.0,0.815,0,0,1.75,0.25,0.0043800290516872765,0,Very Low
C00632,Finance,23,monthly,8,8,5,0.625,4,0.2,2,0,,0.62,0,0,0.6666666666666666,0.3333333333333333,0.05234413921087157,0,Very Low
C00633,Other,8,monthly,17,3,2,0.667,4,0.5,2,0,,0.536,0,0,1.3333333333333333,0.6666666666666666,0.0509942234262187,0,Very Low
C00634,Healthcare,9,annual,2,7,2,0.286,4,0.091,3,0,,0.294,0,0,1.3333333333333333,1.0,0.42629522998779645,1,Medium
C00635,Manufacturing,18,monthly,5,7,6,0.857,2,-0.625,0,0,,0.847,0,0,0.2857142857142857,0.0,0.032954912112320586,0,Very Low
C00636,Retail,25,monthly,5,11,10,0.909,11,0.32,0,0,6.0,0.722,0,0,1.0,0.0,0.0074302555989431114,0,Very Low
C00637,Healthcare,23,annual,4,11,8,0.727,3,-0.591,1,0,,0.406,0,0,0.3333333333333333,0.1111111111111111,0.10615095101809266,0,Very Low
C00638,Retail,30,annual,5,6,3,0.5,6,0.2,5,0,4.0,0.402,0,1,1.5,1.25,0.278877743866392,0,Low
C00639,Tech,97,monthly,8,14,8,0.571,7,0.0,2,0,4.0,0.437,0,0,0.7777777777777778,0.2222222222222222,0.23253835219865274,0,Low
C00640,Other,1019,monthly,6,24,19,0.792,15,-0.022,2,2,,0.797,1,0,0.75,0.1,0.12395421662706459,0,Very Low
C00641,Finance,108,monthly,1,10,4,0.4,4,-0.077,1,0,,0.71,1,0,0.8,0.2,0.06043899073878333,0,Very Low
C00642,Retail,62,annual,1,9,6,0.667,8,0.143,2,1,5.0,0.594,0,0,1.1428571428571428,0.2857142857142857,0.14325207600380355,0,Very Low
C00643,Healthcare,15,monthly,61,7,4,0.571,4,0.2,5,0,7.0,0.604,0,0,0.8,1.0,0.02367620019138101,0,Very Low
C00644,Retail,34,monthly,7,7,4,0.571,4,0.2,1,0,5.0,0.445,0,0,0.8,0.2,0.12021650651423663,0,Very Low
C00645,Tech,10,annual,16,6,4,0.667,6,0.059,2,0,5.0,0.501,0,0,1.2,0.4,0.06960151263753837,0,Very Low
C00646,Finance,30,annual,3,7,4,0.571,2,0.0,3,1,6.0,0.624,0,0,0.4,0.6,0.16691102456288745,0,Very Low
C00647,Other,10,annual,27,8,4,0.5,3,0.125,4,0,7.0,0.62,1,0,0.6,0.8,0.01876080553991895,0,Very Low
C00648,Finance,97,annual,59,12,6,0.5,5,-0.167,2,0,5.0,0.435,0,0,0.7142857142857143,0.2857142857142857,0.0794992914379139,0,Very Low
C00649,Tech,287,annual,17,13,13,1.0,6,-0.486,1,1,,0.83,1,0,0.42857142857142855,0.07142857142857142,0.010271271534146432,0,Very Low
C00650,Retail,85,annual,13,11,5,0.455,5,-0.211,0,0,,0.286,0,1,0.8333333333333334,0.0,0.22268129161241637,0,Low
C00651,Tech,525,annual,22,13,8,0.615,5,-0.348,0,0,9.0,0.382,1,0,0.5555555555555556,0.0,0.012499463016178124,0,Very Low
C00652,Tech,9,monthly,1,5,1,0.2,3,0.125,1,0,3.0,0.456,0,1,1.5,0.5,0.7333324853844925,1,High
C00653,Retail,78,annual,1,7,3,0.429,3,-0.308,2,0,5.0,0.291,0,0,0.75,0.5,0.3904393888723426,1,Low
C00654,Other,27,annual,1,10,7,0.7,9,0.08,4,0,5.0,0.589,0,0,1.125,0.5,0.05650923271506194,0,Very Low
C00655,Manufacturing,37,multi_year,12,8,5,0.625,4,0.333,3,1,,0.834,0,0,0.6666666666666666,0.5,0.0283108472970804,0,Very Low
C00656,Manufacturing,10,annual,22,5,1,0.2,1,-0.25,2,0,3.0,0.51,0,0,0.5,1.0,0.5477207233237208,1,Medium
C00657,Other,29,annual,23,9,4,0.444,5,0.071,1,0,6.0,0.582,1,0,1.0,0.2,0.028546578804274362,0,Very Low
C00658,Tech,28,annual,13,6,4,0.667,2,-0.455,4,0,,0.547,0,0,0.4,0.8,0.10485653204407305,0,Very Low
C00659,Tech,15,annual,1,7,4,0.571,3,-0.25,1,0,6.0,0.444,1,0,0.6,0.2,0.06525156641293481,0,Very Low
C00660,Tech,103,annual,27,9,4,0.444,5,0.154,1,0,,0.55,1,0,1.0,0.2,0.022374295082496838,0,Very Low
C00661,Tech,69,monthly,6,11,9,0.818,10,0.034,2,0,8.0,0.864,0,0,1.0,0.2,0.006274833836965117,0,Very Low
C00662,Finance,109,monthly,1,9,5,0.556,7,0.167,2,1,7.0,0.294,1,0,1.1666666666666667,0.3333333333333333,0.2740769744873921,0,Low
C00663,Retail,18,monthly,24,7,2,0.286,2,0.5,2,0,5.0,0.359,0,0,0.6666666666666666,0.6666666666666666,0.252462232212739,0,Low
C00664,Healthcare,15,annual,1,9,6,0.667,7,-0.125,1,2,10.0,0.612,0,0,1.0,0.14285714285714285,0.1630905782422288,0,Very Low
C00665,Other,9,multi_year,52,6,4,0.667,4,0.333,0,0,,0.633,0,0,0.8,0.0,0.0059207375613919665,0,Very Low
C00666,Retail,74,annual,6,9,7,0.778,7,-0.16,1,0,10.0,0.711,1,0,0.875,0.125,0.001966444994750566,0,Very Low
C00667,Tech,86,monthly,23,9,8,0.889,11,0.179,0,1,,0.648,0,0,1.2222222222222223,0.0,0.04497982068905321,0,Very Low
C00668,Manufacturing,30,monthly,20,7,2,0.286,1,0.0,2,0,3.0,0.496,0,0,0.3333333333333333,0.6666666666666666,0.45412842091491434,1,Medium
C00669,Tech,14,monthly,3,7,4,0.571,6,0.5,0,0,6.0,0.655,1,0,1.2,0.0,0.015469879967016797,0,Very Low
C00670,Other,34,annual,1,5,3,0.6,2,0.0,3,0,,0.598,1,0,0.5,0.75,0.025279583283909078,0,Very Low
C00671,Retail,52,annual,48,12,8,0.667,7,0.167,4,1,5.0,0.525,0,0,0.7777777777777778,0.4444444444444444,0.10699862987448969,0,Very Low
C00672,Tech,54,monthly,15,9,5,0.556,3,-0.25,0,0,,0.628,0,0,0.5,0.0,0.09100572776639586,0,Very Low
C00673,Tech,23,multi_year,86,8,6,0.75,4,-0.077,4,0,7.0,0.809,0,0,0.5714285714285714,0.5714285714285714,0.0023423722123433527,0,Very Low
C00674,Tech,101,monthly,25,11,8,0.727,6,-0.25,4,1,,0.737,1,0,0.6666666666666666,0.4444444444444444,0.08434107416099197,0,Very Low
C00675,Manufacturing,122,annual,9,15,8,0.533,6,-0.217,2,0,3.0,0.608,1,0,0.6666666666666666,0.2222222222222222,0.07586055446239424,0,Very Low
C00676,Tech,12,monthly,7,8,7,0.875,7,-0.045,1,0,7.0,0.645,0,0,0.875,0.125,0.020696167007262335,0,Very Low
C00677,,43,annual,3,7,4,0.571,2,-0.571,4,0,,0.404,0,0,0.4,0.8,0.3763201243766486,0,Low
C00678,Finance,33,annual,17,12,7,0.583,5,-0.348,2,0,5.0,0.248,0,0,0.625,0.25,0.2925468056412731,0,Low
C00679,Tech,8,monthly,28,7,4,0.571,7,0.312,2,0,3.0,0.261,0,1,1.4,0.4,0.37878600313281113,1,Low
C00680,Retail,17,monthly,6,7,6,0.857,6,-0.25,0,0,,0.562,0,0,0.8571428571428571,0.0,0.05549131848447628,0,Very Low
C00681,Manufacturing,41,annual,28,13,9,0.692,2,-0.625,6,0,4.0,0.756,0,0,0.2,0.6,0.09181979433339064,0,Very Low
C00682,Retail,110,annual,9,12,8,0.667,6,-0.25,2,0,5.0,0.459,1,0,0.6666666666666666,0.2222222222222222,0.04247638076859961,0,Very Low
C00683,Finance,14,annual,18,5,1,0.2,1,-0.5,0,0,4.0,0.335,0,0,0.5,0.0,0.6429101454796928,1,High
C00684,Retail,21,annual,13,7,6,0.857,12,0.5,2,0,,0.461,0,0,1.7142857142857142,0.2857142857142857,0.014599325625511543,0,Very Low
C00685,,25,multi_year,5,10,3,0.3,4,-0.077,3,0,1.0,0.54,0,1,1.0,0.75,0.6180641785238247,1,High
C00686,Tech,20,annual,13,9,7,0.778,5,-0.062,1,0,,0.697,0,0,0.625,0.125,0.015511226454085493,0,Very Low
C00687,Manufacturing,7,monthly,17,6,4,0.667,3,-0.1,1,0,,0.566,0,0,0.6,0.2,0.08759456554905705,0,Very Low
C00688,Tech,75,annual,5,8,6,0.75,5,-0.118,1,0,6.0,0.544,0,0,0.7142857142857143,0.14285714285714285,0.026389474857169314,0,Very Low
C00689,Tech,24,annual,38,9,4,0.444,4,0.091,3,1,6.0,0.401,0,0,0.8,0.6,0.3448968049676924,0,Low
C00690,,50,annual,6,8,6,0.75,2,-0.455,4,0,7.0,0.548,0,0,0.2857142857142857,0.5714285714285714,0.06840704393840903,0,Very Low
C00691,Healthcare,64,annual,41,13,8,0.615,11,0.269,2,0,7.0,0.649,0,0,1.2222222222222223,0.2222222222222222,0.006213887250932143,0,Very Low
C00692,Finance,19,annual,9,9,7,0.778,13,0.857,0,1,7.0,0.542,0,0,1.625,0.0,0.017226863989985026,0,Very Low
C00693,Healthcare,11,annual,5,6,4,0.667,5,0.25,1,0,8.0,0.769,0,0,1.0,0.2,0.004394973638493431,0,Very Low
C00694,Finance,15,annual,46,7,2,0.286,3,0.125,1,1,4.0,0.524,1,0,1.0,0.3333333333333333,0.27919661923207445,0,Low
C00695,Healthcare,18,monthly,11,9,6,0.667,2,-0.5,3,0,6.0,0.492,0,0,0.2857142857142857,0.42857142857142855,0.15175790283753046,0,Very Low
C00696,Manufacturing,13,annual,2,9,6,0.667,5,0.25,2,0,,0.651,0,0,0.7142857142857143,0.2857142857142857,0.023484003085756548,0,Very Low
C00697,Finance,22,multi_year,14,5,3,0.6,5,0.5,3,0,7.0,0.345,0,0,1.25,0.75,0.02873128129784031,0,Very Low
C00698,Tech,7,annual,20,5,2,0.4,1,-0.5,3,0,,0.515,0,0,0.3333333333333333,1.0,0.3101595929501878,0,Low
C00699,Retail,19,monthly,50,10,4,0.4,4,-0.143,1,0,6.0,0.552,0,0,0.8,0.2,0.1435366989891934,0,Very Low
C00700,Other,16,monthly,9,7,2,0.286,2,0.5,2,0,,0.673,1,0,0.6666666666666666,0.6666666666666666,0.05184765948967116,0,Very Low
C00701,Healthcare,40,annual,7,10,9,0.9,3,-0.5,1,0,6.0,0.807,0,0,0.3,0.1,0.0074058689814473465,0,Very Low
C00702,Finance,52,monthly,67,11,9,0.818,12,0.565,1,0,3.0,0.731,0,0,1.2,0.1,0.006357246406872927,0,Very Low
C00703,Tech,208,monthly,4,13,7,0.538,6,-0.053,2,0,,0.623,1,0,0.75,0.25,0.046476818236460604,0,Very Low
C00704,Finance,109,monthly,10,9,2,0.222,6,0.059,1,0,4.0,0.548,1,1,2.0,0.3333333333333333,0.32671591213555473,0,Low
C00705,Finance,64,annual,65,8,6,0.75,2,-0.4,2,0,3.0,0.621,0,0,0.2857142857142857,0.2857142857142857,0.032328110212182765,0,Very Low
C00706,Tech,31,monthly,43,5,2,0.4,4,0.2,2,0,2.0,0.547,0,1,1.3333333333333333,0.6666666666666666,0.29810746668678406,0,Low
C00707,Other,34,multi_year,7,8,8,1.0,5,-0.211,2,0,,0.648,0,0,0.5555555555555556,0.2222222222222222,0.007891828579986002,0,Very Low
C00708,Retail,47,annual,9,11,9,0.818,5,-0.118,1,1,6.0,0.887,1,0,0.5,0.1,0.011225761966459444,0,Very Low
C00709,Retail,25,annual,7,8,5,0.625,4,-0.25,3,0,4.0,0.578,1,0,0.6666666666666666,0.5,0.06274658729290677,0,Very Low
C00710,Finance,33,annual,1,8,5,0.625,4,-0.25,3,0,7.0,0.439,0,0,0.6666666666666666,0.5,0.09205307354065421,0,Very Low
C00711,Other,13,annual,29,8,3,0.375,4,0.091,2,0,5.0,0.408,0,0,1.0,0.5,0.20791413405580644,0,Low
C00712,Manufacturing,48,annual,74,11,9,0.818,4,-0.478,3,0,5.0,0.784,1,0,0.4,0.3,0.004741618884555713,0,Very Low
C00713,Healthcare,12,monthly,12,8,5,0.625,4,0.0,1,1,4.0,0.496,0,0,0.6666666666666666,0.16666666666666666,0.37628184981100804,0,Low
C00714,,19,monthly,9,7,4,0.571,3,-0.25,2,1,6.0,0.485,0,1,0.6,0.4,0.6200674941746845,1,High
C00715,Healthcare,18,annual,5,8,7,0.875,7,0.0,2,0,4.0,0.409,0,0,0.875,0.25,0.03989009602140874,0,Very Low
C00716,,473,annual,17,14,7,0.5,6,-0.1,4,0,6.0,0.582,1,1,0.75,0.5,0.039474662188477644,0,Very Low
C00717,Manufacturing,36,monthly,11,7,5,0.714,5,0.0,2,0,,0.614,0,0,0.8333333333333334,0.3333333333333333,0.052157478140074764,0,Very Low
C00718,Tech,90,annual,22,9,2,0.222,5,0.364,3,0,4.0,0.371,0,0,1.6666666666666667,1.0,0.37111240837219506,0,Low
C00719,Healthcare,9,annual,6,8,4,0.5,3,-0.4,0,0,2.0,0.608,0,1,0.6,0.0,0.22510022063041332,0,Low
C00720,Finance,59,annual,21,12,4,0.333,2,-0.571,1,0,3.0,0.457,0,1,0.4,0.2,0.5048809843624187,1,Medium
C00721,Finance,24,multi_year,21,5,2,0.4,3,-0.182,3,0,,0.385,0,0,1.0,1.0,0.22632229186482164,0,Low
C00722,Tech,86,annual,1,8,6,0.75,5,0.071,4,0,,0.52,1,0,0.7142857142857143,0.5714285714285714,0.01620412977697066,0,Very Low
C00723,Other,21,monthly,1,5,2,0.4,4,-0.077,1,0,6.0,0.458,0,1,1.3333333333333333,0.3333333333333333,0.3537963735045005,0,Low
C00724,Tech,10,annual,10,7,4,0.571,7,0.312,0,0,7.0,0.701,0,0,1.4,0.0,0.015361499258482838,0,Very Low
C00725,Manufacturing,72,annual,15,15,9,0.6,6,-0.308,1,0,8.0,0.508,0,0,0.6,0.1,0.04294499769077659,0,Very Low
C00726,Other,34,monthly,9,8,6,0.75,5,-0.318,2,0,,0.595,0,1,0.7142857142857143,0.2857142857142857,0.09070716754329772,0,Very Low
C00727,Finance,8,annual,34,5,3,0.6,1,-0.667,2,0,4.0,0.289,0,0,0.25,0.5,0.3881168814894847,1,Low
C00728,Healthcare,29,monthly,10,6,5,0.833,4,-0.143,1,0,7.0,0.778,0,0,0.6666666666666666,0.16666666666666666,0.00849923294581328,0,Very Low
C00729,Retail,12,multi_year,6,5,2,0.4,2,0.0,1,0,3.0,0.354,0,0,0.6666666666666666,0.3333333333333333,0.30035227561952016,0,Low
C00730,Retail,67,monthly,41,7,3,0.429,8,0.333,0,0,,0.648,0,0,2.0,0.0,0.054284085960150406,0,Very Low
C00731,Other,35,annual,23,9,8,0.889,5,-0.118,0,0,,0.832,0,0,0.5555555555555556,0.0,0.004510877349384924,0,Very Low
C00732,Finance,47,annual,50,7,3,0.429,2,0.2,1,0,6.0,0.284,0,0,0.5,0.25,0.06509352081337526,0,Very Low
C00733,Healthcare,12,annual,18,7,5,0.714,6,0.286,1,0,5.0,0.536,0,0,1.0,0.16666666666666666,0.016599294302940302,0,Very Low
C00734,Retail,133,monthly,7,16,11,0.688,10,0.071,1,0,4.0,0.419,1,0,0.8333333333333334,0.08333333333333333,0.06523639230997812,0,Very Low
C00735,Other,18,monthly,20,10,4,0.4,3,0.286,1,0,5.0,0.606,0,1,0.6,0.2,0.10878403771399128,0,Very Low
C00736,Other,45,annual,53,6,3,0.5,3,0.286,0,1,5.0,0.605,0,0,0.75,0.0,0.0692446985495111,0,Very Low
C00737,Other,25,annual,8,9,4,0.444,7,0.167,1,0,,0.627,1,0,1.4,0.2,0.03527015462328466,0,Very Low
C00738,Other,35,monthly,37,10,5,0.5,6,0.0,0,0,5.0,0.736,1,0,1.0,0.0,0.02739844465169133,0,Very Low
C00739,Retail,9,annual,9,4,3,0.75,4,0.0,0,0,,0.503,0,0,1.0,0.0,0.03581760216899928,0,Very Low
C00740,Manufacturing,35,multi_year,1,13,6,0.462,4,0.0,0,0,5.0,0.611,0,0,0.5714285714285714,0.0,0.058146635533306935,0,Very Low
C00741,Finance,49,monthly,7,11,7,0.636,10,0.364,6,0,7.0,0.471,0,0,1.25,0.75,0.07374503176283176,0,Very Low
C00742,Other,8,annual,18,5,2,0.4,3,-0.4,3,0,6.0,0.395,0,0,1.0,1.0,0.4223686348560802,1,Medium
C00743,Manufacturing,97,annual,21,9,4,0.444,6,0.5,1,0,5.0,0.504,0,0,1.2,0.2,0.04008152100296163,0,Very Low
C00744,Manufacturing,11,monthly,35,4,3,0.75,3,0.125,1,0,,0.72,1,0,0.75,0.25,0.008074160373037856,0,Very Low
C00745,Manufacturing,18,monthly,12,8,4,0.5,2,-0.4,2,1,4.0,0.296,0,1,0.4,0.4,0.8744778584902129,1,Very High
C00746,,17,monthly,56,6,2,0.333,2,0.0,5,0,,0.337,0,1,0.6666666666666666,1.6666666666666667,0.5148611624533257,1,Medium
C00747,Finance,111,monthly,16,13,9,0.692,7,-0.16,2,1,7.0,0.674,1,0,0.7,0.2,0.06223112292253453,0,Very Low
C00748,Tech,19,annual,5,9,7,0.778,6,0.125,0,0,2.0,0.84,0,0,0.75,0.0,0.019199587313610534,0,Very Low
C00749,,21,annual,16,6,4,0.667,6,-0.1,1,1,5.0,0.454,0,0,1.2,0.2,0.3762582639797471,0,Low
C00750,Manufacturing,46,annual,13,11,9,0.818,7,-0.045,1,0,5.0,0.465,0,0,0.7,0.1,0.032344694689084186,0,Very Low
C00751,Tech,38,annual,36,11,6,0.545,4,-0.5,0,0,6.0,0.621,1,0,0.5714285714285714,0.0,0.02919873243849408,0,Very Low
C00752,Retail,109,monthly,8,14,13,0.929,20,0.364,0,0,,0.769,1,0,1.4285714285714286,0.0,0.0022784117532557374,0,Very Low
C00753,Finance,21,multi_year,23,10,1,0.1,2,0.0,3,0,,0.449,0,0,1.0,1.5,0.42148261478759946,1,Medium
C00754,Healthcare,17,annual,2,8,5,0.625,5,-0.062,3,1,6.0,0.647,0,0,0.8333333333333334,0.5,0.13433595880530028,0,Very Low
C00755,Tech,14,monthly,18,7,4,0.571,4,0.2,1,1,,0.507,0,0,0.8,0.2,0.2984058811799835,0,Low
C00756,Tech,14,annual,34,9,6,0.667,7,0.105,2,0,2.0,0.582,0,0,1.0,0.2857142857142857,0.07694967434919103,0,Very Low
C00757,Finance,68,monthly,30,7,6,0.857,6,-0.1,1,0,7.0,0.574,0,0,0.8571428571428571,0.14285714285714285,0.01539821184586045,0,Very Low
C00758,Healthcare,55,multi_year,7,11,9,0.818,9,0.038,3,0,8.0,0.464,1,0,0.9,0.3,0.003495413626315378,0,Very Low
C00759,Finance,22,multi_year,41,7,3,0.429,3,-0.25,2,0,,0.581,0,1,0.75,0.5,0.07279017121214991,0,Very Low
C00760,Other,28,multi_year,8,10,6,0.6,6,0.125,1,1,6.0,0.56,1,0,0.8571428571428571,0.14285714285714285,0.05445249749327718,0,Very Low
C00761,Other,3,annual,80,4,3,0.75,2,0.2,0,0,,0.496,0,0,0.5,0.0,0.008562617597063454,0,Very Low
C00762,Retail,77,monthly,26,12,8,0.667,8,0.2,2,0,,0.554,0,0,0.8888888888888888,0.2222222222222222,0.03960445489414539,0,Very Low
C00763,Other,52,monthly,41,7,1,0.143,1,0.0,2,0,4.0,0.528,0,0,0.5,1.0,0.4325775473450834,1,Medium
C00764,Healthcare,3,monthly,9,3,2,0.667,1,-0.4,0,0,6.0,0.447,1,0,0.3333333333333333,0.0,0.06352241980180653,0,Very Low
C00765,Finance,18,multi_year,12,5,2,0.4,3,0.125,0,0,5.0,0.414,1,0,1.0,0.0,0.05316811371160727,0,Very Low
C00766,Tech,29,monthly,1,7,6,0.857,4,-0.429,2,0,,0.385,0,0,0.5714285714285714,0.2857142857142857,0.15979220166028946,0,Very Low
C00767,Retail,147,monthly,30,11,10,0.909,9,-0.27,1,0,,0.694,1,0,0.8181818181818182,0.09090909090909091,0.007226083956999927,0,Very Low
C00768,Other,42,annual,1,8,2,0.25,1,-0.25,0,0,7.0,0.602,0,1,0.3333333333333333,0.0,0.12587312742733917,0,Very Low
C00769,Other,120,monthly,1,11,7,0.636,8,0.263,1,1,7.0,0.583,1,0,1.0,0.125,0.06036598513227121,0,Very Low
C00770,Retail,170,annual,49,15,13,0.867,17,0.645,1,0,7.0,0.81,1,0,1.2142857142857142,0.07142857142857142,0.000237878085535681,0,Very Low
C00771,Tech,70,multi_year,8,7,4,0.571,5,0.0,3,0,,0.633,0,0,1.0,0.6,0.03584232092542993,0,Very Low
C00772,Other,12,annual,5,5,4,0.8,5,0.364,0,0,,0.567,0,0,1.0,0.0,0.012274844559005248,0,Very Low
C00773,Healthcare,8,annual,62,5,3,0.6,5,0.0,1,0,4.0,0.594,0,0,1.25,0.25,0.030322406142152692,0,Very Low
C00774,Other,24,multi_year,1,5,3,0.6,7,0.909,0,0,4.0,0.485,0,0,1.75,0.0,0.019075637892399647,0,Very Low
C00775,Tech,73,monthly,1,13,9,0.692,4,-0.077,1,0,6.0,0.326,0,0,0.4,0.1,0.13830329633859628,0,Very Low
C00776,Finance,51,annual,22,9,5,0.556,4,-0.333,2,0,7.0,0.415,0,0,0.6666666666666666,0.3333333333333333,0.09393709896598296,0,Very Low
C00777,Retail,8,multi_year,9,6,4,0.667,1,-0.7,1,0,4.0,0.386,0,0,0.2,0.2,0.24249181803815253,0,Low
C00778,Tech,70,monthly,75,10,8,0.8,4,-0.4,1,1,,0.624,0,0,0.4444444444444444,0.1111111111111111,0.08824513338954,0,Very Low
C00779,Healthcare,13,multi_year,49,7,2,0.286,1,-0.4,0,0,,0.269,0,1,0.3333333333333333,0.0,0.2001054924097663,0,Low
C00780,Other,22,annual,46,10,1,0.1,2,-0.143,3,0,2.0,0.234,0,0,1.0,1.5,0.8712093750592905,1,Very High
C00781,Healthcare,95,annual,28,15,6,0.4,5,-0.25,2,0,3.0,0.658,0,0,0.7142857142857143,0.2857142857142857,0.12637221870087179,0,Very Low
C00782,Tech,37,multi_year,27,7,3,0.429,4,0.091,2,1,6.0,0.473,0,0,1.0,0.5,0.23313050862205958,0,Low
C00783,Finance,19,multi_year,32,10,4,0.4,3,0.125,1,1,4.0,0.29,0,1,0.6,0.2,0.48416184527172795,1,Medium
C00784,Other,15,annual,10,7,4,0.571,6,0.2,2,0,7.0,0.295,0,0,1.2,0.4,0.09651895600692112,0,Very Low
C00785,Manufacturing,35,annual,6,7,6,0.857,2,-0.667,3,0,,0.441,1,0,0.2857142857142857,0.42857142857142855,0.04849601428368834,0,Very Low
C00786,Tech,43,annual,7,11,8,0.727,9,0.227,2,0,5.0,0.557,0,0,1.0,0.2222222222222222,0.026940925995266013,0,Very Low
C00787,,28,annual,3,11,7,0.636,7,0.105,2,1,,0.659,0,0,0.875,0.25,0.17776283782431704,0,Very Low
C00788,Manufacturing,14,monthly,5,5,5,1.0,4,0.0,4,0,4.0,0.459,0,0,0.6666666666666666,0.6666666666666666,0.07166119752047914,0,Very Low
C00789,Healthcare,53,annual,15,14,4,0.286,4,-0.25,3,0,,0.215,0,0,0.8,0.6,0.49430185094252227,1,Medium
C00790,Manufacturing,79,multi_year,1,13,11,0.846,5,-0.25,1,1,6.0,0.408,0,0,0.4166666666666667,0.08333333333333333,0.11956727444115685,0,Very Low
C00791,Tech,10,annual,18,8,4,0.5,6,0.286,3,0,2.0,0.664,0,0,1.2,0.6,0.12813540774321128,0,Very Low
C00792,Tech,64,annual,9,10,6,0.6,5,-0.318,4,0,3.0,0.604,0,0,0.7142857142857143,0.5714285714285714,0.18011441584273752,0,Very Low
C00793,Retail,17,monthly,12,10,9,0.9,8,-0.077,0,0,7.0,0.669,1,0,0.8,0.0,0.006465425996752149,0,Very Low
C00794,Other,25,annual,26,6,3,0.5,2,0.0,3,0,6.0,0.226,1,0,0.5,0.75,0.09492998512543545,0,Very Low
C00795,Finance,90,annual,1,10,5,0.5,6,0.059,1,0,5.0,0.477,0,0,1.0,0.16666666666666666,0.09959938519378185,0,Very Low
C00796,Finance,9,monthly,40,4,1,0.25,6,0.8,2,0,6.0,0.428,0,0,3.0,1.0,0.267719231400664,0,Low
C00797,Manufacturing,29,monthly,11,11,7,0.636,7,-0.125,1,0,3.0,0.668,0,0,0.875,0.125,0.14766772245087223,0,Very Low
C00798,Finance,196,annual,1,10,6,0.6,2,-0.455,1,0,4.0,0.341,1,1,0.2857142857142857,0.14285714285714285,0.12151458008144575,0,Very Low
C00799,,153,monthly,38,14,7,0.5,7,0.235,0,0,8.0,0.547,1,0,0.875,0.0,0.015531140129930156,0,Very Low
C00800,Other,18,annual,8,7,5,0.714,5,0.5,2,0,5.0,0.533,0,0,0.8333333333333334,0.3333333333333333,0.019578405415998635,0,Very Low
C00801,Manufacturing,11,annual,47,5,2,0.4,1,-0.625,4,1,5.0,0.281,0,1,0.3333333333333333,1.3333333333333333,0.8432779761548415,1,Very High
C00802,Tech,125,annual,29,9,8,0.889,11,-0.083,3,0,,0.734,1,0,1.2222222222222223,0.3333333333333333,0.0034904331239176004,0,Very Low
C00803,Finance,43,annual,48,7,2,0.286,3,0.8,3,1,,0.318,0,0,1.0,1.0,0.24880687263559642,0,Low
C00804,Healthcare,44,annual,50,11,7,0.636,4,-0.2,0,0,6.0,0.527,0,0,0.5,0.0,0.017124561922348274,0,Very Low
